MC,"Given the list arr = [0.14, 1.64, 2.94, 3.54, 4.51, 4.86, 2.01, 3.64, 1.23, 6.36], give the value which will be returned with the code arr(7)",An error occurs,1,Correct,1.23,0,Wrong,3.64,0,Wrong,2.01,0,Wrong
MC,"Given the list arr = [0.4, 1.14, 1.3, 0.28, 0.01, 3.57, 1.86, 5.35, 0.85], give the value which will be returned with the code arr(1)",An error occurs,1,Correct,1.3,0,Wrong,1.14,0,Wrong,0.4,0,Wrong
MC,"Given the list arr = [2.89, 3.54, 2.77, 2.15, 7.34], give the value which will be returned with the code arr(1)",An error occurs,1,Correct,2.77,0,Wrong,3.54,0,Wrong,2.89,0,Wrong
MC,"Given the list arr = [0.07, 1.16, 2.79, 1.64, 4.94, 3.15, 0.97, 1.35], give the value which will be returned with the code arr(5)",An error occurs,1,Correct,0.97,0,Wrong,3.15,0,Wrong,4.94,0,Wrong
MC,"Given the list arr = [0.69, 1.1, 1.29, 3.8, 4.43, 5.38, 7.46], give the value which will be returned with the code arr{3}",An error occurs,1,Correct,4.43,0,Wrong,3.8,0,Wrong,1.29,0,Wrong
MC,"Given the list arr = [0.33, 1.76, 2.2, 3.95, 1.26, 2.05, 2.96, 3.36, 4.92, 3.53], give the value which will be returned with the code arr(7)",An error occurs,1,Correct,4.92,0,Wrong,3.36,0,Wrong,2.96,0,Wrong
MC,"Given the list arr = [1.15, 2.67, 2.14, 1.42, 2.87, 2.96], give the value which will be returned with the code arr{1}",An error occurs,1,Correct,2.14,0,Wrong,2.67,0,Wrong,1.15,0,Wrong
MC,"Given the list arr = [0.01, 1.08, 4.51, 5.09, 7.38], give the value which will be returned with the code arr(2)",An error occurs,1,Correct,5.09,0,Wrong,4.51,0,Wrong,1.08,0,Wrong
MC,"Given the list arr = [0.69, 1.92, 0.92, 0.19, 5.97], give the value which will be returned with the code arr{3}",An error occurs,1,Correct,5.97,0,Wrong,0.19,0,Wrong,0.92,0,Wrong
MC,"Given the list arr = [0.59, 1.29, 2.0, 1.32, 4.72, 2.77, 1.63, 8.35], give the value which will be returned with the code arr{5}",An error occurs,1,Correct,1.63,0,Wrong,2.77,0,Wrong,4.72,0,Wrong
MC,"Given the list arr = [0.81, 0.95, 1.25, 1.71, 8.2], give the value which will be returned with the code arr(1)",An error occurs,1,Correct,1.25,0,Wrong,0.95,0,Wrong,0.81,0,Wrong
MC,"Given the list arr = [0.9, 1.0, 0.57, 3.56, 3.06, 0.52, 1.15], give the value which will be returned with the code arr{3}",An error occurs,1,Correct,3.06,0,Wrong,3.56,0,Wrong,0.57,0,Wrong
MC,"Given the list arr = [0.56, 1.39, 2.53, 2.46, 4.99, 5.66, 2.71, 7.51, 0.36], give the value which will be returned with the code arr(2)",An error occurs,1,Correct,2.46,0,Wrong,2.53,0,Wrong,1.39,0,Wrong
MC,"Given the list arr = [1.96, 1.93, 3.05, 1.83, 5.07, 1.39, 7.0], give the value which will be returned with the code arr{2}",An error occurs,1,Correct,1.83,0,Wrong,3.05,0,Wrong,1.93,0,Wrong
MC,"Given the list arr = [0.53, 0.19, 2.87, 3.82, 4.71, 5.79, 6.71, 7.09, 8.91], give the value which will be returned with the code arr(2)",An error occurs,1,Correct,3.82,0,Wrong,2.87,0,Wrong,0.19,0,Wrong
MC,"Given the list arr = [0.51, 1.04, 2.44, 3.44, 4.87, 5.36, 0.77, 4.64, 0.04], give the value which will be returned with the code arr(4)",An error occurs,1,Correct,5.36,0,Wrong,4.87,0,Wrong,3.44,0,Wrong
MC,"Given the list arr = [0.52, 0.85, 0.45, 3.07, 4.79, 4.85, 0.1, 7.01, 2.5], give the value which will be returned with the code arr{3}",An error occurs,1,Correct,4.79,0,Wrong,3.07,0,Wrong,0.45,0,Wrong
MC,"Given the list arr = [0.61, 0.76, 0.02, 3.84, 4.9, 4.76, 1.21, 3.11, 0.35], give the value which will be returned with the code arr(2)",An error occurs,1,Correct,3.84,0,Wrong,0.02,0,Wrong,0.76,0,Wrong
MC,"Given the list arr = [0.88, 0.84, 2.33, 2.56, 4.93, 2.11, 3.6, 2.67, 8.37, 3.64], give the value which will be returned with the code arr{2}",An error occurs,1,Correct,2.56,0,Wrong,2.33,0,Wrong,0.84,0,Wrong
MC,"Given the list arr = [1.38, 2.22, 3.66, 1.34, 1.26, 2.53, 5.08, 2.85], give the value which will be returned with the code arr(2)",An error occurs,1,Correct,1.34,0,Wrong,3.66,0,Wrong,2.22,0,Wrong
MC,"Given the list arr = [0.44, 2.0, 0.08, 4.53, 4.29], give the value which will be returned with the code arr{1}",An error occurs,1,Correct,0.08,0,Wrong,2.0,0,Wrong,0.44,0,Wrong
MC,"Given the list arr = [0.99, 1.53, 2.96, 4.55, 7.13], give the value which will be returned with the code arr(3)",An error occurs,1,Correct,7.13,0,Wrong,4.55,0,Wrong,2.96,0,Wrong
